Game Week,Weekday,Date,Time,Home Team,Score,Away Team,Attendance,Venue,Referee,Match Report,Notes
16,Sun,2021-01-24,16:00 ,Viktoria Plzeň,,FK Pardubice,,Doosan Arena,,Head-to-Head,
16,Sun,2021-01-24,18:30 ,Sparta Prague,,Mladá Boleslav,,Generali Arena,,Head-to-Head,
,,,,,,,,,,,
17,Sat,2021-01-30,,Opava,,Zbrojovka Brno,,Stadion v Městských sadech,,Head-to-Head,
17,Sat,2021-01-30,,Baník Ostrava,,Viktoria Plzeň,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
17,Sat,2021-01-30,,Slovácko,,České Budĕjov.,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
17,Sat,2021-01-30,,Teplice,,Karviná,,Na Stínadlech,,Head-to-Head,
17,Sat,2021-01-30,,Slovan Liberec,,Fastav Zlín,,Stadion u Nisy,,Head-to-Head,
17,Sat,2021-01-30,,Mladá Boleslav,,Sigma Olomouc,,Adidas Aréna,,Head-to-Head,
17,Sat,2021-01-30,,Sparta Prague,,Bohemians 1905,,Generali Arena,,Head-to-Head,
17,Sat,2021-01-30,,FK Pardubice,,Příbram,,Stadion K Vinici,,Head-to-Head,
17,Sat,2021-01-30,,Slavia Prague,,Jablonec,,Sinobo Stadium,,Head-to-Head,
,,,,,,,,,,,
18,Sat,2021-02-13,,Sigma Olomouc,,Sparta Prague,,Andrův stadion,,Head-to-Head,
18,Sat,2021-02-13,,Karviná,,Opava,,Městský stadion,,Head-to-Head,
18,Sat,2021-02-13,,Teplice,,FK Pardubice,,Na Stínadlech,,Head-to-Head,
18,Sat,2021-02-13,,Příbram,,Slavia Prague,,Energon Aréna,,Head-to-Head,
18,Sat,2021-02-13,,České Budĕjov.,,Baník Ostrava,,Fotbalový stadion Střelecký ostrov,,Head-to-Head,
18,Sat,2021-02-13,,Fastav Zlín,,Mladá Boleslav,,Stadion Letná,,Head-to-Head,
18,Sat,2021-02-13,,Bohemians 1905,,Zbrojovka Brno,,Stadion Ďolíček,,Head-to-Head,
18,Sat,2021-02-13,,Viktoria Plzeň,,Slovan Liberec,,Doosan Arena,,Head-to-Head,
18,Sat,2021-02-13,,Jablonec,,Slovácko,,Stadion Střelnice,,Head-to-Head,
,,,,,,,,,,,
19,Sat,2021-02-20,,Mladá Boleslav,,Viktoria Plzeň,,Adidas Aréna,,Head-to-Head,
19,Sat,2021-02-20,,Slavia Prague,,FK Pardubice,,Sinobo Stadium,,Head-to-Head,
19,Sat,2021-02-20,,Slovácko,,Teplice,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
19,Sat,2021-02-20,,Baník Ostrava,,Jablonec,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
19,Sat,2021-02-20,,Zbrojovka Brno,,Fastav Zlín,,Městský fotbalový stadion Srbská,,Head-to-Head,
19,Sat,2021-02-20,,Bohemians 1905,,Sigma Olomouc,,,,Head-to-Head,
19,Sat,2021-02-20,,Sparta Prague,,Karviná,,Generali Arena,,Head-to-Head,
19,Sat,2021-02-20,,Slovan Liberec,,České Budĕjov.,,Stadion u Nisy,,Head-to-Head,
19,Sat,2021-02-20,,Opava,,Příbram,,Stadion v Městských sadech,,Head-to-Head,
,,,,,,,,,,,
20,Sat,2021-02-27,,FK Pardubice,,Baník Ostrava,,,,Head-to-Head,
20,Sat,2021-02-27,,České Budĕjov.,,Opava,,,,Head-to-Head,
20,Sat,2021-02-27,,Příbram,,Slovácko,,Energon Aréna,,Head-to-Head,
20,Sat,2021-02-27,,Karviná,,Slovan Liberec,,,,Head-to-Head,
20,Sat,2021-02-27,,Teplice,,Slavia Prague,,,,Head-to-Head,
20,Sat,2021-02-27,,Sigma Olomouc,,Zbrojovka Brno,,Andrův stadion,,Head-to-Head,
20,Sat,2021-02-27,,Fastav Zlín,,Sparta Prague,,,,Head-to-Head,
20,Sat,2021-02-27,,Viktoria Plzeň,,Bohemians 1905,,Doosan Arena,,Head-to-Head,
20,Sat,2021-02-27,,Jablonec,,Mladá Boleslav,,Stadion Střelnice,,Head-to-Head,
,,,,,,,,,,,
21,Sat,2021-03-06,,Zbrojovka Brno,,Viktoria Plzeň,,Městský fotbalový stadion Srbská,,Head-to-Head,
21,Sat,2021-03-06,,Opava,,Jablonec,,Stadion v Městských sadech,,Head-to-Head,
21,Sat,2021-03-06,,Sparta Prague,,Příbram,,Generali Arena,,Head-to-Head,
21,Sat,2021-03-06,,Mladá Boleslav,,Karviná,,Adidas Aréna,,Head-to-Head,
21,Sat,2021-03-06,,Slovan Liberec,,FK Pardubice,,Stadion u Nisy,,Head-to-Head,
21,Sat,2021-03-06,,Baník Ostrava,,Teplice,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
21,Sat,2021-03-06,,Slovácko,,Slavia Prague,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
21,Sat,2021-03-06,,Bohemians 1905,,České Budĕjov.,,,,Head-to-Head,
21,Sat,2021-03-06,,Sigma Olomouc,,Fastav Zlín,,Andrův stadion,,Head-to-Head,
,,,,,,,,,,,
22,Sat,2021-03-13,,Karviná,,Zbrojovka Brno,,,,Head-to-Head,
22,Sat,2021-03-13,,Fastav Zlín,,Bohemians 1905,,,,Head-to-Head,
22,Sat,2021-03-13,,Příbram,,Slovan Liberec,,Energon Aréna,,Head-to-Head,
22,Sat,2021-03-13,,FK Pardubice,,Slovácko,,,,Head-to-Head,
22,Sat,2021-03-13,,České Budĕjov.,,Mladá Boleslav,,,,Head-to-Head,
22,Sat,2021-03-13,,Jablonec,,Sparta Prague,,Stadion Střelnice,,Head-to-Head,
22,Sat,2021-03-13,,Viktoria Plzeň,,Sigma Olomouc,,Doosan Arena,,Head-to-Head,
22,Sat,2021-03-13,,Teplice,,Opava,,,,Head-to-Head,
22,Sat,2021-03-13,,Slavia Prague,,Baník Ostrava,,Sinobo Stadium,,Head-to-Head,
,,,,,,,,,,,
23,Sat,2021-03-20,,Mladá Boleslav,,Slavia Prague,,Adidas Aréna,,Head-to-Head,
23,Sat,2021-03-20,,Opava,,FK Pardubice,,Stadion v Městských sadech,,Head-to-Head,
23,Sat,2021-03-20,,Slovan Liberec,,Teplice,,Stadion u Nisy,,Head-to-Head,
23,Sat,2021-03-20,,Sparta Prague,,Viktoria Plzeň,,Generali Arena,,Head-to-Head,
23,Sat,2021-03-20,,Zbrojovka Brno,,Jablonec,,Městský fotbalový stadion Srbská,,Head-to-Head,
23,Sat,2021-03-20,,Bohemians 1905,,Karviná,,,,Head-to-Head,
23,Sat,2021-03-20,,Fastav Zlín,,České Budĕjov.,,,,Head-to-Head,
23,Sat,2021-03-20,,Sigma Olomouc,,Slovácko,,Andrův stadion,,Head-to-Head,
23,Sat,2021-03-20,,Baník Ostrava,,Příbram,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
,,,,,,,,,,,
24,Sat,2021-04-03,,FK Pardubice,,Mladá Boleslav,,,,Head-to-Head,
24,Sat,2021-04-03,,Karviná,,Sigma Olomouc,,,,Head-to-Head,
24,Sat,2021-04-03,,České Budĕjov.,,Sparta Prague,,,,Head-to-Head,
24,Sat,2021-04-03,,Slovácko,,Baník Ostrava,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
24,Sat,2021-04-03,,Jablonec,,Slovan Liberec,,Stadion Střelnice,,Head-to-Head,
24,Sat,2021-04-03,,Viktoria Plzeň,,Fastav Zlín,,Doosan Arena,,Head-to-Head,
24,Sat,2021-04-03,,Příbram,,Zbrojovka Brno,,Energon Aréna,,Head-to-Head,
24,Sat,2021-04-03,,Slavia Prague,,Opava,,Sinobo Stadium,,Head-to-Head,
24,Sat,2021-04-03,,Teplice,,Bohemians 1905,,,,Head-to-Head,
,,,,,,,,,,,
25,Sat,2021-04-10,,Bohemians 1905,,Jablonec,,,,Head-to-Head,
25,Sat,2021-04-10,,Sparta Prague,,Teplice,,Generali Arena,,Head-to-Head,
25,Sat,2021-04-10,,Zbrojovka Brno,,Slavia Prague,,Městský fotbalový stadion Srbská,,Head-to-Head,
25,Sat,2021-04-10,,Slovan Liberec,,Baník Ostrava,,Stadion u Nisy,,Head-to-Head,
25,Sat,2021-04-10,,Mladá Boleslav,,Příbram,,Adidas Aréna,,Head-to-Head,
25,Sat,2021-04-10,,Fastav Zlín,,Karviná,,,,Head-to-Head,
25,Sat,2021-04-10,,Opava,,Slovácko,,Stadion v Městských sadech,,Head-to-Head,
25,Sat,2021-04-10,,Viktoria Plzeň,,České Budĕjov.,,Doosan Arena,,Head-to-Head,
25,Sat,2021-04-10,,Sigma Olomouc,,FK Pardubice,,Andrův stadion,,Head-to-Head,
,,,,,,,,,,,
26,Sat,2021-04-17,,Slovácko,,Slovan Liberec,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
26,Sat,2021-04-17,,Teplice,,Mladá Boleslav,,,,Head-to-Head,
26,Sat,2021-04-17,,Slavia Prague,,Sparta Prague,,Sinobo Stadium,,Head-to-Head,
26,Sat,2021-04-17,,FK Pardubice,,Bohemians 1905,,,,Head-to-Head,
26,Sat,2021-04-17,,České Budĕjov.,,Zbrojovka Brno,,,,Head-to-Head,
26,Sat,2021-04-17,,Karviná,,Viktoria Plzeň,,,,Head-to-Head,
26,Sat,2021-04-17,,Baník Ostrava,,Opava,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
26,Sat,2021-04-17,,Jablonec,,Fastav Zlín,,Stadion Střelnice,,Head-to-Head,
26,Sat,2021-04-17,,Příbram,,Sigma Olomouc,,Energon Aréna,,Head-to-Head,
,,,,,,,,,,,
27,Wed,2021-04-21,,Sparta Prague,,Slovácko,,Generali Arena,,Head-to-Head,
27,Wed,2021-04-21,,Slovan Liberec,,Slavia Prague,,Stadion u Nisy,,Head-to-Head,
27,Wed,2021-04-21,,Bohemians 1905,,Baník Ostrava,,,,Head-to-Head,
27,Wed,2021-04-21,,Sigma Olomouc,,Teplice,,Andrův stadion,,Head-to-Head,
27,Wed,2021-04-21,,Fastav Zlín,,Příbram,,,,Head-to-Head,
27,Wed,2021-04-21,,Viktoria Plzeň,,Jablonec,,Doosan Arena,,Head-to-Head,
27,Wed,2021-04-21,,Mladá Boleslav,,Opava,,Adidas Aréna,,Head-to-Head,
27,Wed,2021-04-21,,Zbrojovka Brno,,FK Pardubice,,Městský fotbalový stadion Srbská,,Head-to-Head,
27,Wed,2021-04-21,,Karviná,,České Budĕjov.,,,,Head-to-Head,
,,,,,,,,,,,
28,Sat,2021-04-24,,Slovácko,,Zbrojovka Brno,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
28,Sat,2021-04-24,,Jablonec,,Karviná,,Stadion Střelnice,,Head-to-Head,
28,Sat,2021-04-24,,Slavia Prague,,Fastav Zlín,,Sinobo Stadium,,Head-to-Head,
28,Sat,2021-04-24,,FK Pardubice,,Sparta Prague,,,,Head-to-Head,
28,Sat,2021-04-24,,Příbram,,Bohemians 1905,,Energon Aréna,,Head-to-Head,
28,Sat,2021-04-24,,Baník Ostrava,,Mladá Boleslav,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
28,Sat,2021-04-24,,Teplice,,Viktoria Plzeň,,,,Head-to-Head,
28,Sat,2021-04-24,,Opava,,Slovan Liberec,,Stadion v Městských sadech,,Head-to-Head,
28,Sat,2021-04-24,,České Budĕjov.,,Sigma Olomouc,,,,Head-to-Head,
,,,,,,,,,,,
29,Sat,2021-05-01,,Sparta Prague,,Opava,,Generali Arena,,Head-to-Head,
29,Sat,2021-05-01,,Fastav Zlín,,FK Pardubice,,,,Head-to-Head,
29,Sat,2021-05-01,,Karviná,,Příbram,,,,Head-to-Head,
29,Sat,2021-05-01,,Mladá Boleslav,,Slovan Liberec,,Adidas Aréna,,Head-to-Head,
29,Sat,2021-05-01,,České Budĕjov.,,Jablonec,,,,Head-to-Head,
29,Sat,2021-05-01,,Zbrojovka Brno,,Teplice,,Městský fotbalový stadion Srbská,,Head-to-Head,
29,Sat,2021-05-01,,Sigma Olomouc,,Baník Ostrava,,Andrův stadion,,Head-to-Head,
29,Sat,2021-05-01,,Bohemians 1905,,Slavia Prague,,,,Head-to-Head,
29,Sat,2021-05-01,,Viktoria Plzeň,,Slovácko,,Doosan Arena,,Head-to-Head,
,,,,,,,,,,,
30,Sat,2021-05-08,,Baník Ostrava,,Zbrojovka Brno,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
30,Sat,2021-05-08,,Slovan Liberec,,Sparta Prague,,Stadion u Nisy,,Head-to-Head,
30,Sat,2021-05-08,,Teplice,,Fastav Zlín,,,,Head-to-Head,
30,Sat,2021-05-08,,FK Pardubice,,Karviná,,,,Head-to-Head,
30,Sat,2021-05-08,,Příbram,,České Budĕjov.,,Energon Aréna,,Head-to-Head,
30,Sat,2021-05-08,,Jablonec,,Sigma Olomouc,,Stadion Střelnice,,Head-to-Head,
30,Sat,2021-05-08,,Opava,,Bohemians 1905,,Stadion v Městských sadech,,Head-to-Head,
30,Sat,2021-05-08,,Slovácko,,Mladá Boleslav,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
30,Sat,2021-05-08,,Slavia Prague,,Viktoria Plzeň,,Sinobo Stadium,,Head-to-Head,
,,,,,,,,,,,
31,Sat,2021-05-15,,Karviná,,Slovácko,,,,Head-to-Head,
31,Sat,2021-05-15,,Bohemians 1905,,Slovan Liberec,,,,Head-to-Head,
31,Sat,2021-05-15,,Fastav Zlín,,Opava,,,,Head-to-Head,
31,Sat,2021-05-15,,Jablonec,,Teplice,,Stadion Střelnice,,Head-to-Head,
31,Sat,2021-05-15,,Viktoria Plzeň,,Příbram,,Doosan Arena,,Head-to-Head,
31,Sat,2021-05-15,,Sigma Olomouc,,Slavia Prague,,Andrův stadion,,Head-to-Head,
31,Sat,2021-05-15,,České Budĕjov.,,FK Pardubice,,,,Head-to-Head,
31,Sat,2021-05-15,,Zbrojovka Brno,,Mladá Boleslav,,Městský fotbalový stadion Srbská,,Head-to-Head,
31,Sat,2021-05-15,,Sparta Prague,,Baník Ostrava,,Generali Arena,,Head-to-Head,
,,,,,,,,,,,
32,Wed,2021-05-19,,Mladá Boleslav,,Sparta Prague,,Adidas Aréna,,Head-to-Head,
32,Wed,2021-05-19,,Teplice,,České Budĕjov.,,,,Head-to-Head,
32,Wed,2021-05-19,,Baník Ostrava,,Fastav Zlín,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
32,Wed,2021-05-19,,Slovan Liberec,,Zbrojovka Brno,,Stadion u Nisy,,Head-to-Head,
32,Wed,2021-05-19,,FK Pardubice,,Viktoria Plzeň,,,,Head-to-Head,
32,Wed,2021-05-19,,Opava,,Sigma Olomouc,,Stadion v Městských sadech,,Head-to-Head,
32,Wed,2021-05-19,,Slavia Prague,,Karviná,,Sinobo Stadium,,Head-to-Head,
32,Wed,2021-05-19,,Příbram,,Jablonec,,Energon Aréna,,Head-to-Head,
32,Wed,2021-05-19,,Slovácko,,Bohemians 1905,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
,,,,,,,,,,,
33,Sun,2021-05-23,,Zbrojovka Brno,,Opava,,Městský fotbalový stadion Srbská,,Head-to-Head,
33,Sun,2021-05-23,,Jablonec,,Slavia Prague,,Stadion Střelnice,,Head-to-Head,
33,Sun,2021-05-23,,Sigma Olomouc,,Mladá Boleslav,,Andrův stadion,,Head-to-Head,
33,Sun,2021-05-23,,Fastav Zlín,,Slovan Liberec,,,,Head-to-Head,
33,Sun,2021-05-23,,Viktoria Plzeň,,Baník Ostrava,,Doosan Arena,,Head-to-Head,
33,Sun,2021-05-23,,České Budĕjov.,,Slovácko,,,,Head-to-Head,
33,Sun,2021-05-23,,Karviná,,Teplice,,,,Head-to-Head,
33,Sun,2021-05-23,,Příbram,,FK Pardubice,,Energon Aréna,,Head-to-Head,
33,Sun,2021-05-23,,Bohemians 1905,,Sparta Prague,,,,Head-to-Head,
,,,,,,,,,,,
34,Fri,2021-05-28,,Teplice,,Příbram,,,,Head-to-Head,
34,Fri,2021-05-28,,Baník Ostrava,,Karviná,,Městský stadion - Vítkovice Aréna,,Head-to-Head,
34,Fri,2021-05-28,,Slovan Liberec,,Sigma Olomouc,,Stadion u Nisy,,Head-to-Head,
34,Fri,2021-05-28,,Sparta Prague,,Zbrojovka Brno,,Generali Arena,,Head-to-Head,
34,Fri,2021-05-28,,Mladá Boleslav,,Bohemians 1905,,Adidas Aréna,,Head-to-Head,
34,Fri,2021-05-28,,Opava,,Viktoria Plzeň,,Stadion v Městských sadech,,Head-to-Head,
34,Fri,2021-05-28,,Slovácko,,Fastav Zlín,,Městský fotbalový stadion Miroslava Vale...,,Head-to-Head,
34,Fri,2021-05-28,,Slavia Prague,,České Budĕjov.,,Sinobo Stadium,,Head-to-Head,
34,Fri,2021-05-28,,FK Pardubice,,Jablonec,,,,Head-to-Head,
,,,,,,,,,,,
13,Wed,2021-06-30,18:30 ,Opava,,Sparta Prague,,Stadion v Městských sadech,,Head-to-Head,
